id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison,id_date
ORD-013524,C03411,P079,2025-09-11,3,11402.26,OK,Tanger,Transfer,L009,,20250911
ORD-013533,C01361,P035,2025-06-16,1,3344.28,annulé,Rabat,Transfer,L014,,20250616
ORD-013535,C03495,P081,2025-12-16,2,6927.1,livré,Agadir,Cash,L009,2025-12-21,20251216
ORD-013539,C04837,P009,2025-11-30,4,8424.91,annulé,Marrakech,Card,L009,,20251130
ORD-013540,C01577,P092,2025-07-16,3,3758.97,livré,Fès,Transfer,L011,2025-07-18,20250716
ORD-013543,C00527,P095,2025-10-25,1,10216.02,annulé,Fès,Cash,L011,,20251025
ORD-013544,C04000,P061,2025-05-23,3,12765.78,retourné,Agadir,Transfer,L001,,20250523
ORD-013549,C00957,P068,2025-10-04,5,1720.17,livré,Meknès,Card,L006,2025-10-08,20251004
ORD-013553,C00210,P001,2026-02-20,1,2101.67,livré,Rabat,Card,L005,2026-02-22,20260220
ORD-013557,C01567,P002,2025-07-02,2,2990.58,livré,Oujda,Transfer,L017,2025-07-07,20250702
ORD-013562,C02959,P060,2025-10-19,3,14019.98,annulé,Agadir,Cash,L013,,20251019
ORD-013565,C04132,P012,2025-06-06,1,10834.16,livré,Fès,Card,L006,2025-06-11,20250606
ORD-013575,C04022,P034,2026-04-26,3,13868.06,en_cours,Rabat,Card,L001,,20260426
ORD-013576,C02822,P044,2025-11-10,4,6000.8,en_cours,Fès,Transfer,L005,,20251110
ORD-013577,C03614,P099,2025-05-20,4,10088.39,annulé,Fès,Transfer,L007,,20250520
ORD-013580,C03143,P030,2025-08-21,1,12693.09,livré,Fès,Card,L013,2025-08-24,20250821
ORD-013582,C01835,P098,2026-01-12,3,14699.33,livré,Marrakech,Cash,L004,2026-01-16,20260112
ORD-013585,C01425,P082,2026-03-25,5,8273.46,livré,Agadir,Card,L011,2026-03-28,20260325
ORD-013588,C03924,P010,2025-05-23,5,716.27,annulé,Rabat,Cash,L020,,20250523
ORD-013590,C02466,P006,2026-01-23,4,5559.01,annulé,Oujda,Cash,L004,,20260123
ORD-013593,C00331,P054,2025-10-13,5,9755.66,livré,Fès,Card,L012,2025-10-14,20251013
ORD-013599,C02270,P078,2025-08-30,3,7723.8,en_cours,Oujda,Cash,L012,,20250830
ORD-013604,C02324,P059,2025-11-12,2,11009.59,annulé,Meknès,Transfer,L008,,20251112
ORD-013608,C04815,P004,2026-03-20,3,8048.06,annulé,Marrakech,Cash,L020,,20260320
ORD-013609,C02237,P041,2026-03-28,5,8703.97,retourné,Tanger,Card,L020,,20260328
ORD-013610,C04221,P040,2026-05-01,4,1918.04,livré,Tanger,Card,L005,2026-05-05,20260501
ORD-013612,C01070,P099,2025-06-20,4,10088.39,livré,Rabat,Transfer,L008,2025-06-23,20250620
ORD-013615,C03680,P028,2026-03-26,5,8152.84,en_cours,Oujda,Transfer,L011,,20260326
ORD-013616,C03328,P024,2026-01-18,4,862.62,en_cours,Marrakech,Transfer,L007,,20260118
ORD-013617,C01939,P080,2026-03-19,4,9454.03,retourné,Rabat,Card,L005,,20260319
ORD-013618,C04479,P063,2026-04-20,2,268.48,annulé,Fès,Cash,L019,,20260420
ORD-013619,C04368,P048,2026-03-01,2,13396.47,retourné,Tanger,Card,L014,,20260301
ORD-013623,C04481,P026,2025-11-05,5,3991.56,en_cours,Casablanca,Card,L011,,20251105
ORD-013633,C04755,P099,2026-01-25,5,10088.39,DONE,Tanger,Card,L012,,20260125
ORD-013634,C02885,P092,2025-12-17,4,3758.97,en_cours,Marrakech,Cash,L018,,20251217
ORD-013637,C01288,P028,2026-01-26,5,8152.84,KO,Tanger,Transfer,L001,,20260126
ORD-013639,C01501,P021,2025-06-05,2,14989.24,annulé,Casablanca,Cash,L006,,20250605
ORD-013641,C01327,P052,2025-12-20,2,6434.91,retourné,Casablanca,Transfer,L000,,20251220
ORD-013648,C02014,P074,2025-08-07,1,10333.28,en_cours,Meknès,Card,L010,,20250807
ORD-013654,C00704,P092,2025-08-19,1,3758.97,livré,Rabat,Cash,L009,2025-08-21,20250819
ORD-013661,C02765,P039,2025-10-08,1,9966.92,retourné,Oujda,Card,L005,,20251008
ORD-013666,C00524,P043,2026-03-02,2,376.14,en_cours,Marrakech,Card,L020,,20260302
ORD-013669,C03801,P041,2026-01-04,5,8703.97,annulé,Tanger,Card,L009,,20260104
ORD-013671,C02826,P026,2025-12-30,1,3991.56,retourné,Oujda,Cash,L020,,20251230
ORD-013676,C02505,P032,2025-11-26,1,5544.55,retourné,Tanger,Transfer,L009,,20251126
ORD-013678,C04674,P002,2025-07-18,5,2990.58,annulé,Fès,Card,L020,,20250718
ORD-013679,C00565,P028,2025-12-08,5,8152.84,en_cours,Meknès,Cash,L014,,20251208
ORD-013684,C03992,P010,2025-07-23,5,716.27,livré,Meknès,Transfer,L004,2025-07-24,20250723
ORD-013685,C03451,P071,2025-09-03,4,2615.47,annulé,Tanger,Card,L013,,20250903
ORD-013687,C02192,P098,2026-04-10,2,14699.33,annulé,Casablanca,Cash,L013,,20260410
ORD-013689,C01284,P045,2025-11-10,2,3745.48,KO,Fès,Card,L011,,20251110
ORD-013690,C03964,P052,2026-02-12,2,6434.91,annulé,Rabat,Transfer,L004,,20260212
ORD-013700,C03386,P041,2025-10-05,3,8703.97,livré,Fès,Card,L014,2025-10-07,20251005
ORD-013703,C00120,P066,2025-12-15,4,4450.73,en_cours,Fès,Transfer,L017,,20251215
ORD-013705,C00044,P096,2025-05-16,1,4433.71,annulé,Agadir,Cash,L003,,20250516
ORD-013710,C03349,P072,2026-02-26,1,10547.78,annulé,Fès,Card,L008,,20260226
ORD-013712,C00765,P016,2025-06-25,5,1823.85,annulé,Oujda,Card,L012,,20250625
ORD-013713,C04990,P026,2025-12-29,3,3991.56,retourné,Casablanca,Cash,L008,,20251229
ORD-013715,C01810,P018,2025-06-11,4,13236.92,retourné,Agadir,Card,L005,,20250611
ORD-013716,C00058,P054,2026-01-26,5,9755.66,KO,Rabat,Cash,L018,,20260126
ORD-013717,C01036,P057,2026-04-09,4,10362.31,livré,Agadir,Transfer,L001,2026-04-13,20260409
ORD-013721,C03348,P061,2025-09-11,4,12765.78,OK,Oujda,Cash,L008,,20250911
ORD-013722,C04542,P048,2025-11-03,5,13396.47,livré,Oujda,Transfer,L003,2025-11-05,20251103
ORD-013723,C02737,P041,2025-11-21,1,8703.97,en_cours,Rabat,Cash,L017,,20251121
ORD-013730,C01288,P022,2025-05-31,4,42.31,retourné,Rabat,Transfer,L008,,20250531
ORD-013731,C01309,P030,2025-12-19,2,12693.09,en_cours,Fès,Cash,L020,,20251219
ORD-013732,C04112,P042,2025-08-09,3,1281.09,retourné,Meknès,Transfer,L005,,20250809
ORD-013738,C03506,P028,2025-09-30,1,8152.84,retourné,Fès,Card,L000,,20250930
ORD-013741,C04659,P073,2025-06-30,2,3991.83,livré,Casablanca,Card,L008,2025-07-05,20250630
ORD-013746,C01220,P042,2025-08-06,3,1281.09,annulé,Tanger,Transfer,L004,,20250806
ORD-013753,C02296,P066,2025-05-11,2,4450.73,annulé,Rabat,Cash,L014,,20250511
ORD-013755,C02312,P077,2025-07-03,3,10408.17,livré,Oujda,Cash,L002,2025-07-07,20250703
ORD-013758,C02580,P030,2025-10-19,3,12693.09,retourné,Oujda,Cash,L020,,20251019
ORD-013767,C04306,P027,2026-03-14,1,1508.72,livré,Oujda,Card,L020,2026-03-16,20260314
ORD-013769,C02326,P098,2025-12-12,1,14699.33,livré,Rabat,Cash,L012,2025-12-15,20251212
ORD-013770,C04157,P023,2025-06-26,1,4457.65,en_cours,Oujda,Cash,L002,,20250626
ORD-013771,C00359,P079,2025-08-14,4,11402.26,livré,Casablanca,Cash,L007,2025-08-15,20250814
ORD-013772,C00767,P069,2025-09-17,1,1286.86,retourné,Tanger,Transfer,L008,,20250917
ORD-013779,C03428,P056,2025-08-06,4,12291.32,retourné,Agadir,Card,L005,,20250806
ORD-013781,C01618,P031,2026-03-13,5,6633.11,en_cours,Casablanca,Cash,L005,,20260313
ORD-013783,C00498,P019,2025-06-19,4,12958.91,retourné,Marrakech,Transfer,L004,,20250619
ORD-013789,C02405,P088,2025-12-23,3,4317.81,en_cours,Casablanca,Cash,L004,,20251223
ORD-013792,C04187,P026,2025-07-12,4,3991.56,livré,Rabat,Transfer,L009,2025-07-15,20250712
ORD-013795,C04194,P061,2025-11-22,2,12765.78,DONE,Casablanca,Transfer,L010,,20251122
ORD-013797,C02538,P035,2025-08-10,3,3344.28,retourné,Tanger,Cash,L005,,20250810
ORD-013802,C03204,P029,2025-10-19,2,11138.83,en_cours,Agadir,Cash,L001,,20251019
ORD-013803,C01331,P036,2026-04-27,4,4186.26,annulé,Agadir,Cash,L005,,20260427
ORD-013812,C00165,P042,2025-09-05,3,1281.09,en_cours,Agadir,Cash,L010,,20250905
ORD-013819,C02572,P015,2026-04-17,5,7919.83,annulé,Marrakech,Cash,L003,,20260417
ORD-013820,C04308,P066,2025-08-04,5,4450.73,retourné,Fès,Card,L000,,20250804
ORD-013827,C04214,P067,2025-07-11,3,13028.23,livré,Meknès,Transfer,L002,2025-07-12,20250711
ORD-013842,C04237,P085,2026-03-08,3,12173.02,livré,Marrakech,Cash,L007,2026-03-12,20260308
ORD-013846,C04716,P021,2026-03-05,3,14989.24,livré,Meknès,Cash,L003,2026-03-08,20260305
ORD-013852,C01270,P075,2025-10-03,1,3441.58,annulé,Agadir,Transfer,L006,,20251003
ORD-013853,C03817,P087,2025-09-28,2,12786.6,retourné,Casablanca,Transfer,L018,,20250928
ORD-013854,C04850,P059,2025-08-23,2,11009.59,en_cours,Casablanca,Transfer,L001,,20250823
ORD-013858,C00576,P085,2026-01-20,4,12173.02,annulé,Fès,Cash,L015,,20260120
ORD-013859,C03528,P085,2025-12-04,1,12173.02,en_cours,Agadir,Card,L006,,20251204
ORD-013860,C01819,P049,2025-05-28,5,6994.21,annulé,Oujda,Card,L001,,20250528
ORD-013869,C02763,P062,2025-08-23,5,2873.94,DONE,Meknès,Transfer,L017,,20250823
ORD-013873,C02954,P092,2025-07-21,4,3758.97,retourné,Agadir,Card,L011,,20250721
ORD-013874,C04713,P021,2025-08-17,3,14989.24,livré,Marrakech,Card,L009,2025-08-20,20250817
ORD-013881,C04340,P087,2026-04-06,4,12786.6,annulé,Marrakech,Transfer,L019,,20260406
ORD-013884,C03684,P062,2025-07-06,3,2873.94,annulé,Agadir,Transfer,L008,,20250706
ORD-013885,C01378,P040,2025-06-05,5,1918.04,annulé,Casablanca,Transfer,L018,,20250605
ORD-013892,C04792,P084,2026-03-28,3,2837.9,retourné,Tanger,Cash,L004,,20260328
ORD-013893,C00122,P026,2025-09-11,4,3991.56,retourné,Rabat,Transfer,L011,,20250911
ORD-013895,C02065,P012,2025-11-11,1,10834.16,annulé,Rabat,Cash,L011,,20251111
ORD-013896,C03753,P059,2025-12-11,5,11009.59,annulé,Meknès,Cash,L000,,20251211
ORD-013905,C01284,P080,2025-07-07,5,9454.03,retourné,Agadir,Card,L016,,20250707
ORD-013907,C00117,P073,2026-05-04,5,3991.83,retourné,Rabat,Cash,L002,,20260504
ORD-013911,C02420,P018,2025-06-19,5,13236.92,livré,Rabat,Transfer,L003,2025-06-24,20250619
ORD-013912,C04590,P021,2025-11-05,5,14989.24,retourné,Tanger,Transfer,L003,,20251105
ORD-013915,C00763,P002,2026-01-19,1,2990.58,annulé,Agadir,Cash,L011,,20260119
ORD-013916,C01180,P009,2025-09-11,4,8424.91,retourné,Tanger,Cash,L009,,20250911
ORD-013917,C02667,P031,2025-11-09,3,6633.11,livré,Agadir,Card,L018,2025-11-14,20251109
ORD-013918,C00244,P044,2026-04-17,3,6000.8,en_cours,Tanger,Card,L015,,20260417
ORD-013919,C01965,P075,2025-10-02,3,3441.58,en_cours,Agadir,Transfer,L017,,20251002
ORD-013922,C00981,P065,2025-08-08,3,8042.6,retourné,Oujda,Transfer,L018,,20250808
ORD-013927,C03730,P035,2026-03-21,1,3344.28,livré,Tanger,Transfer,L008,2026-03-23,20260321
ORD-013929,C03766,P052,2025-05-21,4,6434.91,en_cours,Marrakech,Card,L006,,20250521
ORD-013933,C04192,P001,2026-04-19,1,2101.67,livré,Rabat,Transfer,L000,2026-04-23,20260419
ORD-013935,C03092,P063,2025-10-12,4,268.48,livré,Rabat,Card,L004,2025-10-14,20251012
ORD-013937,C00047,P097,2025-08-25,4,12372.1,annulé,Fès,Card,L001,,20250825
ORD-013940,C02767,P033,2025-05-18,3,5311.64,annulé,Rabat,Card,L016,,20250518
ORD-013950,C03877,P094,2026-02-01,3,12494.26,en_cours,Agadir,Transfer,L004,,20260201
ORD-013956,C00188,P022,2025-05-12,2,42.31,livré,Fès,Card,L001,2025-05-16,20250512
ORD-013957,C04869,P059,2025-09-27,2,11009.59,retourné,Rabat,Cash,L002,,20250927
ORD-013959,C03502,P099,2025-12-15,2,10088.39,annulé,Oujda,Cash,L017,,20251215
ORD-013960,C03457,P014,2025-08-25,1,8514.68,annulé,Marrakech,Transfer,L003,,20250825
ORD-013961,C03795,P066,2025-11-22,3,4450.73,livré,Casablanca,Cash,L009,2025-11-27,20251122
ORD-013962,C03821,P057,2025-05-28,1,10362.31,en_cours,Casablanca,Cash,L005,,20250528
ORD-013966,C04558,P090,2026-03-27,4,11889.87,en_cours,Marrakech,Cash,L018,,20260327
ORD-013971,C01626,P027,2025-07-12,3,1508.72,livré,Meknès,Transfer,L006,2025-07-14,20250712
ORD-013982,C01233,P057,2025-12-23,1,10362.31,en_cours,Oujda,Transfer,L000,,20251223
ORD-013990,C02958,P030,2025-10-27,2,12693.09,retourné,Marrakech,Cash,L013,,20251027
ORD-013991,C01246,P075,2026-05-07,3,3441.58,livré,Oujda,Cash,L000,2026-05-09,20260507
ORD-013993,C01981,P096,2025-07-30,4,4433.71,livré,Oujda,Card,L020,2025-08-04,20250730
ORD-013994,C04248,P033,2026-01-07,2,5311.64,annulé,Tanger,Transfer,L013,,20260107
ORD-014008,C03770,P071,2025-09-24,3,2615.47,retourné,Marrakech,Cash,L006,,20250924
ORD-014011,C00506,P008,2025-06-16,3,13697.91,en_cours,Rabat,Transfer,L017,,20250616
ORD-014022,C04904,P084,2025-08-09,3,2837.9,retourné,Casablanca,Cash,L018,,20250809
ORD-014023,C01715,P050,2025-08-09,1,4486.2,retourné,Marrakech,Card,L013,,20250809
ORD-014025,C04805,P049,2025-10-25,2,6994.21,annulé,Rabat,Card,L006,,20251025
ORD-014027,C03377,P054,2026-03-12,4,9755.66,annulé,Agadir,Card,L001,,20260312
ORD-014032,C01276,P029,2026-04-17,1,11138.83,annulé,Fès,Card,L005,,20260417
ORD-014033,C01799,P087,2025-09-04,4,12786.6,KO,Tanger,Cash,L003,,20250904
ORD-014035,C02999,P009,2025-06-12,5,8424.91,en_cours,Rabat,Transfer,L002,,20250612
ORD-014040,C01552,P018,2026-04-24,1,13236.92,en_cours,Agadir,Transfer,L010,,20260424
ORD-014048,C02679,P082,2025-10-24,2,8273.46,en_cours,Meknès,Transfer,L001,,20251024
ORD-014055,C00068,P054,2025-09-24,2,9755.66,en_cours,Fès,Card,L012,,20250924
ORD-014062,C02297,P055,2026-01-10,2,1724.7,retourné,Rabat,Cash,L020,,20260110
ORD-014064,C00375,P065,2025-06-16,2,8042.6,annulé,Casablanca,Transfer,L010,,20250616
ORD-014068,C03440,P012,2026-04-13,2,10834.16,livré,Agadir,Transfer,L019,2026-04-16,20260413
ORD-014081,C02838,P087,2025-05-24,3,12786.6,KO,Meknès,Card,L007,,20250524
ORD-014082,C04330,P031,2026-04-19,1,6633.11,KO,Tanger,Cash,L018,,20260419
ORD-014083,C02164,P099,2025-10-13,1,10088.39,en_cours,Casablanca,Card,L000,,20251013
ORD-014084,C00357,P059,2025-05-21,1,11009.59,livré,Oujda,Transfer,L007,2025-05-22,20250521
ORD-014085,C02678,P084,2025-10-25,1,2837.9,en_cours,Oujda,Transfer,L018,,20251025
ORD-014087,C00621,P087,2025-05-22,2,12786.6,livré,Meknès,Card,L001,2025-05-23,20250522
ORD-014089,C01709,P041,2025-07-01,2,8703.97,annulé,Marrakech,Cash,L002,,20250701
ORD-014090,C00207,P015,2026-01-04,5,7919.83,en_cours,Meknès,Cash,L004,,20260104
ORD-014091,C00763,P065,2025-07-15,1,8042.6,en_cours,Casablanca,Transfer,L000,,20250715
ORD-014095,C02322,P076,2025-07-23,4,8784.09,retourné,Tanger,Transfer,L003,,20250723
ORD-014097,C01941,P037,2026-03-26,1,14556.31,livré,Oujda,Transfer,L013,2026-03-28,20260326
ORD-014099,C03841,P085,2025-07-02,4,12173.02,retourné,Oujda,Transfer,L000,,20250702
ORD-014100,C01105,P069,2025-10-20,2,1286.86,retourné,Tanger,Transfer,L011,,20251020
ORD-014102,C00866,P078,2025-06-19,2,7723.8,livré,Tanger,Transfer,L009,2025-06-22,20250619
ORD-014103,C01653,P034,2025-11-30,4,13868.06,annulé,Agadir,Transfer,L001,,20251130
ORD-014104,C01872,P021,2026-02-06,1,14989.24,livré,Meknès,Card,L018,2026-02-07,20260206
ORD-014105,C00984,P050,2025-08-23,4,4486.2,retourné,Oujda,Transfer,L014,,20250823
ORD-014106,C03193,P062,2025-12-04,5,2873.94,en_cours,Marrakech,Cash,L020,,20251204
ORD-014109,C02555,P030,2025-09-24,2,12693.09,annulé,Meknès,Cash,L013,,20250924
ORD-014110,C04094,P082,2026-03-06,4,8273.46,livré,Marrakech,Card,L004,2026-03-07,20260306
ORD-014111,C03594,P084,2026-01-02,4,2837.9,annulé,Oujda,Cash,L010,,20260102
ORD-014112,C01007,P040,2025-11-29,5,1918.04,retourné,Fès,Cash,L012,,20251129
ORD-014128,C01422,P099,2025-07-11,4,10088.39,en_cours,Tanger,Cash,L017,,20250711
ORD-014130,C00101,P052,2025-06-23,2,6434.91,annulé,Agadir,Cash,L014,,20250623
ORD-014132,C00359,P085,2025-12-28,4,12173.02,en_cours,Rabat,Cash,L014,,20251228
ORD-014134,C04390,P056,2026-04-02,1,12291.32,annulé,Tanger,Transfer,L010,,20260402
ORD-014135,C00062,P010,2026-02-08,5,716.27,en_cours,Casablanca,Transfer,L010,,20260208
ORD-014139,C00527,P095,2026-02-03,1,10216.02,en_cours,Fès,Transfer,L012,,20260203
ORD-014145,C02255,P006,2026-03-03,2,5559.01,retourné,Rabat,Card,L007,,20260303
ORD-014149,C02000,P026,2026-04-26,1,3991.56,annulé,Casablanca,Transfer,L001,,20260426
ORD-014150,C03278,P049,2025-12-05,4,6994.21,en_cours,Agadir,Cash,L004,,20251205
ORD-014152,C02320,P047,2025-07-03,5,12599.54,en_cours,Rabat,Card,L004,,20250703
ORD-014159,C03986,P023,2026-01-12,2,4457.65,livré,Oujda,Cash,L017,2026-01-14,20260112
ORD-014160,C00168,P063,2025-08-27,5,268.48,livré,Casablanca,Cash,L009,2025-08-31,20250827
ORD-014162,C00540,P080,2025-07-27,1,9454.03,annulé,Tanger,Cash,L013,,20250727
ORD-014164,C03382,P060,2025-08-25,3,14019.98,livré,Agadir,Cash,L017,2025-08-27,20250825
ORD-014166,C00659,P021,2025-09-29,4,14989.24,annulé,Agadir,Transfer,L020,,20250929
ORD-014169,C00781,P081,2025-10-25,5,6927.1,annulé,Rabat,Cash,L013,,20251025
ORD-014173,C04873,P041,2025-08-01,2,8703.97,retourné,Oujda,Cash,L016,,20250801
ORD-014175,C00439,P063,2025-06-15,5,268.48,en_cours,Tanger,Transfer,L012,,20250615
ORD-014177,C04309,P031,2025-11-09,4,6633.11,livré,Meknès,Transfer,L020,2025-11-10,20251109
ORD-014180,C00206,P031,2026-01-14,1,6633.11,livré,Oujda,Transfer,L008,2026-01-17,20260114
ORD-014182,C04319,P049,2026-02-25,5,6994.21,retourné,Marrakech,Card,L017,,20260225
ORD-014184,C04959,P096,2026-03-21,2,4433.71,livré,Fès,Transfer,L014,2026-03-25,20260321
ORD-014190,C00033,P023,2025-08-28,1,4457.65,en_cours,Agadir,Cash,L015,,20250828
ORD-014191,C03689,P029,2025-10-11,5,11138.83,retourné,Meknès,Cash,L007,,20251011
ORD-014195,C00810,P078,2026-02-04,5,7723.8,en_cours,Marrakech,Transfer,L020,,20260204
ORD-014196,C00021,P057,2025-12-11,1,10362.31,annulé,Tanger,Card,L003,,20251211
ORD-014199,C01121,P011,2025-12-29,4,14137.04,en_cours,Agadir,Card,L004,,20251229
ORD-014201,C02881,P043,2025-12-19,1,376.14,en_cours,Rabat,Card,L005,,20251219
ORD-014207,C01586,P033,2025-10-30,4,5311.64,retourné,Meknès,Card,L001,,20251030
ORD-014209,C00425,P073,2025-08-29,1,3991.83,annulé,Marrakech,Card,L007,,20250829
ORD-014210,C01127,P007,2025-11-11,5,9603.6,annulé,Oujda,Cash,L014,,20251111
ORD-014213,C04544,P002,2025-11-07,4,2990.58,annulé,Marrakech,Card,L000,,20251107
ORD-014220,C02243,P073,2025-12-16,4,3991.83,retourné,Casablanca,Transfer,L000,,20251216
ORD-014222,C00706,P082,2025-12-16,5,8273.46,OK,Marrakech,Transfer,L003,,20251216
ORD-014226,C04310,P053,2025-08-06,4,4181.07,retourné,Meknès,Cash,L001,,20250806
ORD-014228,C01099,P085,2025-10-23,1,12173.02,livré,Tanger,Cash,L006,2025-10-25,20251023
ORD-014231,C01880,P024,2025-07-31,3,862.62,en_cours,Rabat,Transfer,L018,,20250731
ORD-014238,C02098,P036,2025-09-07,1,4186.26,livré,Oujda,Cash,L011,2025-09-08,20250907
ORD-014241,C00123,P039,2026-03-14,1,9966.92,annulé,Marrakech,Card,L008,,20260314
ORD-014243,C03931,P037,2026-03-17,5,14556.31,livré,Oujda,Transfer,L010,2026-03-18,20260317
ORD-014244,C01136,P086,2025-10-03,2,7894.01,annulé,Casablanca,Transfer,L017,,20251003
ORD-014245,C02056,P013,2025-06-29,2,5614.97,retourné,Agadir,Transfer,L003,,20250629
ORD-014256,C04748,P026,2025-10-09,5,3991.56,annulé,Marrakech,Transfer,L013,,20251009
ORD-014260,C02681,P100,2025-09-02,5,957.62,livré,Casablanca,Cash,L014,2025-09-05,20250902
ORD-014263,C02444,P061,2025-11-15,3,12765.78,livré,Meknès,Transfer,L018,2025-11-17,20251115
ORD-014264,C02013,P044,2026-03-07,5,6000.8,annulé,Oujda,Card,L011,,20260307
ORD-014268,C02600,P056,2025-12-27,1,12291.32,en_cours,Rabat,Transfer,L004,,20251227
ORD-014274,C03060,P018,2025-09-24,4,13236.92,livré,Meknès,Card,L016,2025-09-29,20250924
ORD-014283,C00610,P072,2025-12-06,3,10547.78,en_cours,Agadir,Card,L013,,20251206
ORD-014286,C00040,P043,2025-06-14,1,376.14,retourné,Meknès,Cash,L009,,20250614
ORD-014287,C04277,P063,2025-09-02,4,268.48,annulé,Agadir,Transfer,L014,,20250902
ORD-014290,C02466,P080,2026-03-02,3,9454.03,annulé,Marrakech,Card,L017,,20260302
ORD-014295,C04114,P022,2026-02-16,4,42.31,retourné,Oujda,Card,L010,,20260216
ORD-014297,C01759,P069,2025-09-09,3,1286.86,en_cours,Marrakech,Transfer,L019,,20250909
ORD-014298,C00597,P062,2025-07-05,2,2873.94,retourné,Marrakech,Transfer,L019,,20250705
ORD-014300,C02328,P019,2025-10-07,1,12958.91,annulé,Rabat,Card,L019,,20251007
ORD-014305,C03128,P066,2025-09-14,5,4450.73,livré,Meknès,Cash,L000,2025-09-16,20250914
ORD-014308,C00919,P039,2025-08-08,3,9966.92,retourné,Agadir,Cash,L020,,20250808
ORD-014312,C04023,P083,2026-04-01,4,4485.35,en_cours,Oujda,Cash,L011,,20260401
ORD-014316,C01892,P018,2026-05-06,3,13236.92,retourné,Agadir,Transfer,L017,,20260506
ORD-014317,C00817,P011,2025-05-22,2,14137.04,livré,Marrakech,Cash,L000,2025-05-23,20250522
ORD-014320,C04877,P007,2025-11-26,3,9603.6,OK,Marrakech,Cash,L011,,20251126
ORD-014323,C04158,P074,2025-12-04,4,10333.28,retourné,Oujda,Cash,L000,,20251204
ORD-014325,C02182,P070,2025-10-21,1,6438.16,retourné,Rabat,Card,L000,,20251021
ORD-014327,C04611,P047,2025-07-11,1,12599.54,en_cours,Meknès,Transfer,L017,,20250711
ORD-014328,C00282,P049,2026-02-15,4,6994.21,en_cours,Agadir,Transfer,L005,,20260215
ORD-014332,C01745,P012,2025-09-16,2,10834.16,en_cours,Casablanca,Transfer,L006,,20250916
ORD-014340,C01446,P048,2026-04-16,2,13396.47,annulé,Fès,Transfer,L013,,20260416
ORD-014341,C01804,P062,2025-06-27,5,2873.94,en_cours,Rabat,Cash,L007,,20250627
ORD-014343,C00082,P042,2026-01-23,3,1281.09,en_cours,Tanger,Transfer,L007,,20260123
ORD-014350,C00551,P087,2025-10-22,2,12786.6,retourné,Marrakech,Cash,L014,,20251022
ORD-014351,C03014,P094,2026-03-15,2,12494.26,en_cours,Agadir,Cash,L016,,20260315
ORD-014352,C04396,P018,2025-12-22,4,13236.92,retourné,Marrakech,Cash,L000,,20251222
ORD-014355,C03709,P075,2025-07-28,4,3441.58,retourné,Oujda,Card,L017,,20250728
ORD-014359,C02576,P019,2026-04-29,2,12958.91,retourné,Tanger,Transfer,L001,,20260429
ORD-014360,C00241,P080,2025-07-25,5,9454.03,retourné,Oujda,Cash,L004,,20250725
ORD-014364,C04879,P003,2026-04-03,1,2340.64,livré,Fès,Card,L008,2026-04-06,20260403
ORD-014365,C02407,P085,2025-05-25,2,12173.02,livré,Fès,Cash,L018,2025-05-29,20250525
ORD-014366,C01277,P066,2026-02-14,2,4450.73,annulé,Meknès,Card,L004,,20260214
ORD-014371,C04240,P052,2025-12-04,1,6434.91,annulé,Fès,Transfer,L013,,20251204
ORD-014373,C02279,P053,2025-06-07,4,4181.07,annulé,Casablanca,Card,L019,,20250607
ORD-014377,C01893,P039,2025-09-08,1,9966.92,en_cours,Fès,Transfer,L017,,20250908
ORD-014381,C02930,P020,2026-03-22,4,6734.72,annulé,Tanger,Cash,L008,,20260322
ORD-014383,C01356,P005,2025-08-15,5,696.91,en_cours,Oujda,Cash,L009,,20250815
ORD-014387,C02454,P029,2026-04-05,4,11138.83,livré,Oujda,Cash,L006,2026-04-06,20260405
ORD-014391,C04764,P009,2026-02-21,3,8424.91,annulé,Rabat,Cash,L016,,20260221
ORD-014392,C04390,P081,2026-02-10,5,6927.1,en_cours,Oujda,Card,L012,,20260210
ORD-014395,C03368,P061,2025-05-25,3,12765.78,retourné,Tanger,Transfer,L018,,20250525
ORD-014397,C03417,P050,2025-05-23,4,4486.2,en_cours,Fès,Card,L001,,20250523
ORD-014398,C04786,P054,2026-02-11,1,9755.66,livré,Rabat,Transfer,L016,2026-02-12,20260211
ORD-014405,C00398,P073,2026-02-21,4,3991.83,annulé,Tanger,Cash,L020,,20260221
ORD-014407,C02699,P067,2025-11-24,1,13028.23,en_cours,Agadir,Card,L008,,20251124
ORD-014411,C01194,P053,2025-09-30,3,4181.07,en_cours,Marrakech,Card,L010,,20250930
ORD-014412,C02428,P067,2025-09-21,4,13028.23,en_cours,Fès,Transfer,L005,,20250921
ORD-014415,C04056,P100,2025-07-09,3,957.62,livré,Rabat,Cash,L020,2025-07-11,20250709
ORD-014417,C03793,P086,2025-12-15,5,7894.01,annulé,Rabat,Transfer,L008,,20251215
ORD-014419,C02870,P016,2025-07-16,5,1823.85,livré,Oujda,Transfer,L004,2025-07-19,20250716
ORD-014426,C00863,P055,2025-11-01,1,1724.7,retourné,Marrakech,Card,L019,,20251101
ORD-014427,C04189,P093,2026-02-12,2,4435.51,livré,Casablanca,Transfer,L019,2026-02-16,20260212
