id_commande,id_date,id_client,sk_produit,id_region,id_livreur,quantite,prix_unitaire,montant_ttc,statut
ORD-006692,20251127,C03679,6,2,L003,1,5559.01,5559.01,en_cours
ORD-006693,20250525,C04647,99,4,L006,4,10088.39,40353.56,en_cours
ORD-006694,20260401,C02893,21,0,L012,1,14989.24,14989.24,livré
ORD-006695,20250705,C02653,82,2,L005,5,8273.46,41367.299999999996,retourné
ORD-006696,20260209,C04095,13,4,L018,5,5614.97,28074.850000000002,annulé
ORD-006697,20251123,C03371,61,2,L014,5,12765.78,63828.9,retourné
ORD-006698,20250925,C04222,55,2,L015,1,1724.7,1724.7,retourné
ORD-006699,20260414,C03339,21,1,L003,3,14989.24,44967.72,livré
ORD-006700,20250706,C00708,78,4,L006,5,7723.8,38619.0,annulé
ORD-006701,20250924,C02356,77,6,L001,3,10408.17,31224.510000000002,en_cours
ORD-006703,20250526,C01171,52,5,L002,5,6434.91,32174.55,annulé
ORD-006704,20250626,C04299,98,3,L016,5,14699.33,73496.65,livré
ORD-006705,20260212,C00883,55,5,L005,4,1724.7,6898.8,retourné
ORD-006706,20260318,C00129,44,3,L013,5,6000.8,30004.0,en_cours
ORD-006707,20251117,C03858,35,6,L009,4,3344.28,13377.12,livré
ORD-006708,20260313,C02008,15,0,L014,1,7919.83,7919.83,livré
ORD-006709,20250911,C03695,85,7,L010,2,12173.02,24346.04,livré
ORD-006710,20251223,C03343,22,5,L019,3,42.31,126.93,annulé
ORD-006711,20250923,C02486,98,5,L018,1,14699.33,14699.33,en_cours
ORD-006712,20260505,C00631,59,3,-1,2,11009.59,22019.18,livré
ORD-006713,20250918,C02200,93,2,L011,4,4435.51,17742.04,retourné
ORD-006714,20260330,C04421,70,4,L005,4,6438.16,25752.64,retourné
ORD-006715,20250711,C04290,32,4,L001,5,5544.55,27722.75,en_cours
ORD-006716,20250526,C01949,78,1,L020,3,7723.8,23171.4,annulé
ORD-006717,20250910,C04421,37,1,-1,4,14556.31,58225.24,en_cours
ORD-006718,20251030,C04414,43,7,L016,3,376.14,1128.42,en_cours
ORD-006719,20250522,C03997,98,3,L014,1,14699.33,14699.33,retourné
ORD-006720,20250711,C01557,77,4,-1,2,10408.17,20816.34,en_cours
ORD-006721,20251215,C01066,7,6,L019,1,9603.6,9603.6,en_cours
ORD-006722,20251201,C00139,24,1,L001,2,862.62,1725.24,annulé
ORD-006723,20251012,C02987,71,4,L006,3,2615.47,7846.41,retourné
ORD-006724,20260131,C00963,5,0,-1,5,696.91,3484.5499999999997,en_cours
ORD-006725,20250813,C01731,50,6,L006,1,4486.2,4486.2,annulé
ORD-006727,20250712,C03338,79,0,L006,4,11402.26,45609.04,retourné
ORD-006728,20250627,C02155,52,6,L006,5,6434.91,32174.55,retourné
ORD-006729,20250605,C02359,100,4,-1,3,957.62,2872.86,livré
ORD-006730,20260321,C03912,31,1,L001,4,6633.11,26532.44,livré
ORD-006731,20251201,C04198,24,4,L018,1,862.62,862.62,retourné
ORD-006732,20251127,C04076,66,7,-1,3,4450.73,13352.189999999999,en_cours
ORD-006733,20260225,C00703,42,1,L008,1,1281.09,1281.09,livré
ORD-006734,20251103,C00267,63,2,L010,1,268.48,268.48,annulé
ORD-006735,20260104,C03715,31,4,L004,5,6633.11,33165.549999999996,livré
ORD-006736,20250927,C04797,76,4,L018,4,8784.09,35136.36,retourné
ORD-006737,20260326,C04014,65,3,L012,2,8042.6,16085.2,en_cours
ORD-006738,20260221,C02307,46,7,-1,3,9193.66,27580.98,livré
ORD-006739,20250713,C02298,16,3,L014,1,1823.85,1823.85,en_cours
ORD-006740,20251203,C01052,86,7,L009,1,7894.01,7894.01,retourné
ORD-006741,20251209,C04179,14,6,L014,5,8514.68,42573.4,en_cours
ORD-006742,20250706,C00422,69,2,L002,3,1286.86,3860.58,retourné
ORD-006743,20260114,C04003,67,4,L008,1,13028.23,13028.23,livré
ORD-006744,20250819,C00883,2,5,L018,5,2990.58,14952.9,retourné
ORD-006745,20260131,C00256,97,5,L019,2,12372.1,24744.2,livré
ORD-006746,20260409,C03229,18,6,L011,5,13236.92,66184.6,livré
ORD-006747,20250615,C02887,50,2,L004,2,4486.2,8972.4,annulé
ORD-006748,20250625,C00544,37,3,L019,5,14556.31,72781.55,en_cours
ORD-006749,20260514,C01402,19,0,L008,1,12958.91,12958.91,retourné
ORD-006750,20251205,C00699,85,6,L008,1,12173.02,12173.02,retourné
ORD-006752,20260109,C02305,87,3,L005,5,12786.6,63933.0,livré
ORD-006754,20250810,C04534,97,2,L014,4,12372.1,49488.4,livré
ORD-006755,20260124,C02228,50,2,L001,5,4486.2,22431.0,annulé
ORD-006756,20260307,C02464,1,1,L002,1,2101.67,2101.67,retourné
ORD-006757,20250701,C04360,8,7,L002,4,13697.91,54791.64,livré
ORD-006758,20251015,C00263,93,3,L010,1,4435.51,4435.51,livré
ORD-006759,20250710,C01257,64,6,L007,1,4968.56,4968.56,annulé
ORD-006760,20250831,C00565,31,0,L016,2,6633.11,13266.22,annulé
ORD-006761,20260408,C03005,35,0,L018,2,3344.28,6688.56,livré
ORD-006762,20250526,C04525,72,0,L007,3,10547.78,31643.340000000004,livré
ORD-006763,20251107,C01393,93,6,L009,5,4435.51,22177.550000000003,en_cours
ORD-006764,20260408,C02932,3,7,L010,5,2340.64,11703.199999999999,retourné
ORD-006765,20251202,C41423,44,7,L013,4,6000.8,24003.2,annulé
ORD-006766,20260317,C03368,33,5,L006,2,5311.64,10623.28,retourné
ORD-006767,20260506,C03081,14,2,L016,5,8514.68,42573.4,livré
ORD-006768,20250925,C89444,95,5,L018,4,10216.02,40864.08,en_cours
ORD-006769,20250606,C02838,26,5,L017,3,3991.56,11974.68,annulé
ORD-006770,20250803,C02386,77,7,L003,4,10408.17,41632.68,livré
ORD-006771,20251103,C01912,88,0,L011,2,4317.81,8635.62,annulé
ORD-006772,20251227,C03038,19,1,L013,5,12958.91,64794.55,annulé
ORD-006774,20260321,C00652,93,3,L013,2,4435.51,8871.02,en_cours
ORD-006775,20260419,C00392,6,5,-1,5,5559.01,27795.050000000003,retourné
ORD-006776,20260211,C03738,88,3,L019,5,4317.81,21589.050000000003,livré
ORD-006777,20250614,C04359,74,4,L009,5,10333.28,51666.4,en_cours
ORD-006778,20250730,C04347,16,3,L018,1,1823.85,1823.85,livré
ORD-006779,20260227,C04585,2,3,L018,1,2990.58,2990.58,livré
ORD-006780,20260205,C00488,1,2,L018,5,2101.67,10508.35,annulé
ORD-006781,20250718,C01859,92,3,L008,1,3758.97,3758.97,en_cours
ORD-006782,20260203,C03562,37,4,L020,5,14556.31,72781.55,annulé
ORD-006783,20251203,C04323,46,7,L002,1,9193.66,9193.66,retourné
ORD-006784,20250627,C04490,67,5,L007,5,13028.23,65141.149999999994,retourné
ORD-006785,20260203,C00504,57,6,L020,4,10362.31,41449.24,retourné
ORD-006786,20250817,C04930,87,6,L014,1,12786.6,12786.6,retourné
ORD-006787,20250627,C02339,45,1,L013,5,3745.48,18727.4,livré
ORD-006788,20250908,C00725,4,3,L015,5,8048.06,40240.3,annulé
ORD-006790,20260211,C01006,81,7,L008,3,6927.1,20781.300000000003,livré
ORD-006791,20251125,C02140,95,6,L012,1,10216.02,10216.02,retourné
ORD-006793,20251011,C01137,49,5,L015,5,6994.21,34971.05,en_cours
ORD-006794,20251210,C02886,62,1,L018,4,2873.94,11495.76,en_cours
ORD-006796,20251205,C01306,46,6,L013,1,9193.66,9193.66,retourné
ORD-006797,20251204,C03921,32,0,L019,3,5544.55,16633.65,annulé
ORD-006798,20260402,C01754,30,3,L013,5,12693.09,63465.45,livré
ORD-006799,20251027,C04241,37,7,L010,5,14556.31,72781.55,livré
ORD-006800,20250628,C01176,67,7,L005,2,13028.23,26056.46,livré
ORD-006801,20251130,C04567,97,4,L009,4,12372.1,49488.4,en_cours
ORD-006803,20260228,C04934,52,4,L015,5,6434.91,32174.55,retourné
ORD-006804,20251215,C00015,45,3,L012,3,3745.48,11236.44,retourné
ORD-006805,20250926,C01487,10,6,L001,4,716.27,2865.08,retourné
ORD-006806,20251104,C03364,20,4,L003,1,6734.72,6734.72,en_cours
ORD-006807,20260105,C01706,3,6,L011,4,2340.64,9362.56,annulé
ORD-006808,20260114,C02880,95,0,L015,2,10216.02,20432.04,livré
ORD-006809,20251206,C02772,62,2,L010,5,2873.94,14369.7,annulé
ORD-006810,20250530,C03322,32,7,L004,1,5544.55,5544.55,en_cours
ORD-006811,20260503,C04314,61,1,L020,2,12765.78,25531.56,en_cours
ORD-006812,20250907,C03757,63,1,L007,1,268.48,268.48,annulé
ORD-006813,20260321,C02422,35,6,L002,2,3344.28,6688.56,livré
ORD-006814,20260421,C03942,63,2,L007,3,268.48,805.44,en_cours
ORD-006815,20251207,C04529,83,3,L009,5,4485.35,22426.75,en_cours
ORD-006816,20260413,C02457,71,2,L001,1,2615.47,2615.47,en_cours
ORD-006817,20251023,C03652,98,2,L006,3,14699.33,44097.99,annulé
ORD-006818,20251111,C01129,37,4,-1,2,14556.31,29112.62,en_cours
ORD-006819,20260502,C03295,64,1,L009,4,4968.56,19874.24,retourné
ORD-006820,20250605,C01685,71,6,L008,4,2615.47,10461.88,livré
ORD-006821,20260518,C01868,5,6,L006,2,696.91,1393.82,annulé
ORD-006822,20250824,C03055,58,4,L006,2,1043.66,2087.32,livré
ORD-006823,20260303,C01692,54,7,L005,2,9755.66,19511.32,livré
ORD-006824,20251110,C04093,21,6,L010,5,14989.24,74946.2,retourné
ORD-006825,20250707,C02228,82,4,L013,5,8273.46,41367.299999999996,en_cours
ORD-006826,20250614,C02170,87,7,-1,2,12786.6,25573.2,retourné
ORD-006827,20250813,C00654,62,2,L010,5,2873.94,14369.7,retourné
ORD-006829,20260320,C02803,100,6,L015,5,957.62,4788.1,livré
ORD-006830,20251123,C04785,64,6,L007,2,4968.56,9937.12,livré
ORD-006832,20251119,C03240,81,1,L020,1,6927.1,6927.1,en_cours
ORD-006833,20250817,C04111,92,2,L018,4,3758.97,15035.88,annulé
ORD-006834,20250802,C03758,99,7,L004,2,10088.39,20176.78,livré
ORD-006836,20260319,C03329,18,4,L001,4,13236.92,52947.68,retourné
ORD-006837,20260330,C04256,7,7,L002,2,9603.6,19207.2,retourné
ORD-006838,20260427,C01016,4,2,L018,4,8048.06,32192.24,en_cours
ORD-006839,20260216,C02383,13,7,L018,4,5614.97,22459.88,en_cours
ORD-006840,20250701,C02095,51,5,L004,3,11974.15,35922.45,en_cours
ORD-006841,20260113,C04073,74,2,L010,5,10333.28,51666.4,en_cours
ORD-006843,20250822,C00572,97,3,L013,5,12372.1,61860.5,retourné
ORD-006844,20250604,C02525,68,0,L012,1,1720.17,1720.17,annulé
ORD-006845,20260107,C01959,53,1,L002,3,4181.07,12543.21,annulé
ORD-006846,20260116,C01315,5,5,L016,4,696.91,2787.64,livré
ORD-006847,20251014,C01348,42,0,L006,5,1281.09,6405.45,en_cours
ORD-006848,20250716,C03678,2,4,L009,2,2990.58,5981.16,livré
ORD-006849,20260106,C00734,53,4,-1,1,4181.07,4181.07,annulé
ORD-006850,20250717,C03336,10,7,L012,5,716.27,3581.35,retourné
ORD-006851,20250626,C03122,35,5,L011,5,3344.28,16721.4,annulé
ORD-006853,20250629,C00554,60,3,L011,2,14019.98,28039.96,annulé
ORD-006854,20251010,C89444,37,0,L012,2,14556.31,29112.62,retourné
ORD-006856,20260101,C03466,42,3,L017,5,1281.09,6405.45,annulé
ORD-006857,20251206,C04872,31,2,L015,4,6633.11,26532.44,annulé
ORD-006858,20251201,C04525,77,0,L004,4,10408.17,41632.68,annulé
ORD-006859,20260109,C01140,57,2,L007,5,10362.31,51811.549999999996,livré
ORD-006861,20260414,C03442,59,7,L011,4,11009.59,44038.36,livré
ORD-006862,20250626,C04849,90,3,L001,5,11889.87,59449.350000000006,annulé
ORD-006863,20250527,C02704,75,3,L003,3,3441.58,10324.74,retourné
ORD-006864,20260302,C03644,95,2,L007,5,10216.02,51080.100000000006,annulé
ORD-006865,20260326,C04371,84,4,L002,2,2837.9,5675.8,livré
ORD-006866,20250822,C00779,70,4,L018,1,6438.16,6438.16,retourné
ORD-006867,20260118,C02772,41,6,L020,3,8703.97,26111.909999999996,livré
ORD-006868,20260503,C00159,88,2,L001,4,4317.81,17271.24,livré
ORD-006869,20251019,C02038,71,0,L014,3,2615.47,7846.41,livré
ORD-006870,20250906,C03252,84,2,L020,1,2837.9,2837.9,en_cours
ORD-006871,20260427,C04258,22,6,L020,5,42.31,211.55,retourné
ORD-006872,20250825,C47220,95,6,L012,1,10216.02,10216.02,en_cours
ORD-006873,20260512,C01039,75,2,L009,5,3441.58,17207.9,retourné
ORD-006874,20250614,C03918,81,5,L020,4,6927.1,27708.4,en_cours
ORD-006875,20250810,C02031,75,0,L010,2,3441.58,6883.16,livré
ORD-006876,20260210,C03532,13,6,L007,3,5614.97,16844.91,livré
ORD-006877,20251204,C04957,57,6,L006,3,10362.31,31086.93,livré
ORD-006878,20260417,C00484,2,1,L006,5,2990.58,14952.9,retourné
ORD-006879,20260214,C04998,92,5,L005,2,3758.97,7517.94,retourné
ORD-006880,20260416,C03657,18,3,L001,3,13236.92,39710.76,livré
ORD-006881,20260208,C04454,56,0,L010,3,12291.32,36873.96,annulé
ORD-006883,20260521,C00607,10,3,L009,2,716.27,1432.54,retourné
ORD-006884,20251227,C00759,10,3,L016,5,716.27,3581.35,retourné
ORD-006885,20260425,C03178,74,6,L013,3,10333.28,30999.840000000004,annulé
ORD-006887,20260307,C03533,74,4,L001,2,10333.28,20666.56,retourné
ORD-006889,20260520,C01768,87,5,L010,3,12786.6,38359.8,annulé
ORD-006890,20260120,C03385,45,5,L009,2,3745.48,7490.96,annulé
ORD-006891,20260415,C02709,51,5,L017,5,11974.15,59870.75,livré
ORD-006892,20260206,C00499,85,0,-1,5,12173.02,60865.100000000006,annulé
ORD-006893,20250821,C02193,46,5,L020,5,9193.66,45968.3,annulé
ORD-006894,20250802,C01894,97,2,L002,4,12372.1,49488.4,retourné
ORD-006895,20251008,C01774,33,1,L012,2,5311.64,10623.28,en_cours
ORD-006896,20260507,C00216,9,7,L015,3,8424.91,25274.73,annulé
ORD-006897,20260325,C02465,77,5,L007,4,10408.17,41632.68,retourné
ORD-006899,20260124,C02803,66,4,L001,5,4450.73,22253.649999999998,en_cours
ORD-006900,20260325,C02152,41,2,L010,1,8703.97,8703.97,en_cours
ORD-006901,20260118,C01025,96,5,L016,5,4433.71,22168.55,en_cours
ORD-006902,20250805,C00179,5,1,L007,4,696.91,2787.64,en_cours
ORD-006903,20251113,C01027,98,6,L012,2,14699.33,29398.66,retourné
ORD-006904,20260203,C04057,73,6,L003,4,3991.83,15967.32,livré
ORD-006905,20260301,C04484,40,2,L008,2,1918.04,3836.08,annulé
ORD-006906,20250930,C03541,57,1,L002,3,10362.31,31086.93,en_cours
ORD-006907,20250621,C04764,83,5,L008,1,4485.35,4485.35,livré
ORD-006908,20260428,C00392,54,1,L003,1,9755.66,9755.66,annulé
ORD-006909,20250705,C01232,64,1,L005,1,4968.56,4968.56,livré
ORD-006910,20260304,C03438,29,0,L001,4,11138.83,44555.32,livré
ORD-006911,20260108,C03769,64,4,L001,3,4968.56,14905.68,retourné
ORD-006913,20250623,C00755,26,5,L019,5,3991.56,19957.8,annulé
ORD-006914,20251201,C01263,99,2,L003,4,10088.39,40353.56,en_cours
ORD-006915,20260106,C04039,65,4,L016,5,8042.6,40213.0,livré
ORD-006916,20251002,C03171,92,0,L005,4,3758.97,15035.88,livré
ORD-006917,20250529,C03746,46,5,L018,5,9193.66,45968.3,retourné
ORD-006918,20251214,C03650,94,0,L004,1,12494.26,12494.26,en_cours
ORD-006920,20260324,C00453,59,1,L003,5,11009.59,55047.95,livré
ORD-006921,20250720,C03858,46,3,L017,5,9193.66,45968.3,retourné
ORD-006922,20260518,C01398,42,5,L011,4,1281.09,5124.36,retourné
ORD-006923,20250910,C04264,24,2,L008,3,862.62,2587.86,livré
ORD-006924,20250603,C03358,30,1,L003,4,12693.09,50772.36,livré
ORD-006925,20260517,C02969,69,1,L020,4,1286.86,5147.44,annulé
ORD-006926,20260102,C02577,68,7,L007,5,1720.17,8600.85,livré
ORD-006927,20250720,C02205,46,1,L009,3,9193.66,27580.98,annulé
ORD-006928,20250731,C04443,2,0,-1,5,2990.58,14952.9,en_cours
ORD-006929,20251209,C02638,66,3,L016,1,4450.73,4450.73,annulé
ORD-006930,20260208,C02757,62,1,L016,2,2873.94,5747.88,retourné
ORD-006931,20251011,C00172,33,1,-1,1,5311.64,5311.64,livré
ORD-006932,20250812,C03360,38,0,L001,2,1743.53,3487.06,en_cours
ORD-006933,20250819,C02575,87,0,L019,1,12786.6,12786.6,annulé
ORD-006934,20260504,C01076,48,3,L007,4,13396.47,53585.88,en_cours
ORD-006935,20250529,C04424,18,7,L017,1,13236.92,13236.92,en_cours
ORD-006936,20250526,C00098,75,1,L005,2,3441.58,6883.16,annulé
ORD-006937,20250715,C04725,85,5,L019,5,12173.02,60865.100000000006,en_cours
ORD-006938,20250930,C00164,40,0,L002,2,1918.04,3836.08,en_cours
ORD-006939,20251216,C02116,46,0,L014,3,9193.66,27580.98,en_cours
ORD-006940,20260320,C01002,90,1,L009,3,11889.87,35669.61,livré
ORD-006941,20251028,C03806,73,3,L001,5,3991.83,19959.15,en_cours
ORD-006943,20250928,C04822,83,3,L020,2,4485.35,8970.7,en_cours
ORD-006944,20260328,C00733,56,0,L020,2,12291.32,24582.64,livré
ORD-006945,20250806,C04694,88,1,L004,3,4317.81,12953.43,livré
ORD-006946,20250906,C01124,29,0,L018,1,11138.83,11138.83,livré
ORD-006947,20250912,C04431,35,4,L010,1,3344.28,3344.28,annulé
ORD-006948,20250827,C01325,57,7,L011,3,10362.31,31086.93,livré
ORD-006949,20260521,C03716,5,2,L006,2,696.91,1393.82,retourné
ORD-006950,20250925,C03045,29,0,L004,3,11138.83,33416.49,en_cours
ORD-006951,20260222,C01049,90,1,L001,1,11889.87,11889.87,retourné
ORD-006952,20250523,C04915,85,0,L008,1,12173.02,12173.02,en_cours
ORD-006953,20250729,C00267,48,3,-1,4,13396.47,53585.88,livré
ORD-006954,20250803,C04427,74,3,L012,5,10333.28,51666.4,en_cours
ORD-006955,20260205,C00318,22,1,L010,2,42.31,84.62,retourné
ORD-006956,20250830,C03717,34,4,L014,4,13868.06,55472.24,en_cours
ORD-006957,20250731,C03670,90,0,L010,4,11889.87,47559.48,livré
ORD-006958,20260203,C04270,68,1,L006,1,1720.17,1720.17,en_cours
ORD-006960,20260411,C00001,32,5,L005,5,5544.55,27722.75,livré
ORD-006961,20250929,C04592,36,2,L013,2,4186.26,8372.52,annulé
ORD-006963,20251224,C03205,9,4,L001,1,8424.91,8424.91,livré
ORD-006964,20260410,C00706,19,4,L002,4,12958.91,51835.64,retourné
ORD-006965,20260304,C00162,62,7,L017,5,2873.94,14369.7,retourné
ORD-006967,20260428,C04442,23,1,-1,5,4457.65,22288.25,retourné
ORD-006968,20250906,C03473,41,3,L011,3,8703.97,26111.909999999996,annulé
ORD-006969,20251226,C02594,60,3,-1,5,14019.98,70099.9,en_cours
ORD-006970,20260413,C00486,32,4,L015,3,5544.55,16633.65,annulé
ORD-006971,20260129,C04610,86,4,L003,2,7894.01,15788.02,livré
ORD-006972,20251116,C03056,51,0,L004,5,11974.15,59870.75,livré
ORD-006973,20251028,C01447,14,4,L003,3,8514.68,25544.04,livré
ORD-006974,20250607,C01902,15,0,L007,3,7919.83,23759.489999999998,retourné
ORD-006975,20260113,C02972,79,1,L007,1,11402.26,11402.26,en_cours
ORD-006976,20250822,C03412,23,1,L009,3,4457.65,13372.949999999999,en_cours
ORD-006977,20250903,C00159,66,6,L012,2,4450.73,8901.46,livré
ORD-006978,20251010,C02941,52,1,L015,1,6434.91,6434.91,livré
ORD-006980,20251110,C00859,75,7,L002,1,3441.58,3441.58,annulé
ORD-006982,20260216,C00213,13,4,L005,5,5614.97,28074.850000000002,annulé
ORD-006983,20251026,C00849,33,3,L004,3,5311.64,15934.920000000002,livré
ORD-006984,20251229,C03949,47,4,L012,5,12599.54,62997.700000000004,livré
ORD-006985,20250523,C04804,73,5,L007,1,3991.83,3991.83,retourné
ORD-006986,20251105,C00105,98,0,L004,2,14699.33,29398.66,annulé
ORD-006987,20260217,C04203,14,1,L009,3,8514.68,25544.04,retourné
ORD-006988,20260331,C04288,35,2,L020,2,3344.28,6688.56,annulé
ORD-006989,20260509,C04809,47,7,L005,5,12599.54,62997.700000000004,retourné
ORD-006990,20260211,C01853,75,5,L004,4,3441.58,13766.32,en_cours
ORD-006991,20250811,C04224,69,6,L017,5,1286.86,6434.299999999999,livré
ORD-006992,20250527,C01674,75,1,L017,3,3441.58,10324.74,retourné
ORD-006994,20250820,C02700,93,4,L003,1,4435.51,4435.51,en_cours
ORD-006995,20250811,C02126,38,1,L010,4,1743.53,6974.12,retourné
ORD-006996,20260316,C02859,8,6,L003,1,13697.91,13697.91,en_cours
ORD-006997,20260413,C00401,1,0,L004,2,2101.67,4203.34,livré
ORD-006998,20260221,C01257,76,7,L007,2,8784.09,17568.18,livré
ORD-006999,20260203,C01028,59,2,L009,2,11009.59,22019.18,en_cours
ORD-007000,20251117,C01363,93,6,L016,1,4435.51,4435.51,retourné
ORD-007001,20260420,C01699,19,1,L020,5,12958.91,64794.55,livré
ORD-007002,20260424,C00981,70,4,L019,5,6438.16,32190.8,annulé
ORD-007003,20250628,C04541,34,4,L016,3,13868.06,41604.18,annulé
ORD-007005,20250615,C01912,75,2,L011,5,3441.58,17207.9,en_cours
ORD-007006,20260309,C04475,57,6,L014,2,10362.31,20724.62,retourné
ORD-007008,20250807,C00546,32,1,L004,5,5544.55,27722.75,en_cours
ORD-007009,20250930,C01872,68,1,L020,5,1720.17,8600.85,livré
ORD-007010,20251202,C01173,35,4,L001,3,3344.28,10032.84,annulé
ORD-007011,20260203,C01408,70,7,L011,4,6438.16,25752.64,retourné
ORD-007012,20251026,C00486,78,4,L002,5,7723.8,38619.0,livré
ORD-007013,20250818,C00660,23,7,L019,3,4457.65,13372.949999999999,retourné
ORD-007014,20251225,C01665,11,7,L018,2,14137.04,28274.08,annulé
ORD-007015,20251016,C02996,41,5,L001,4,8703.97,34815.88,en_cours
ORD-007016,20260209,C00488,15,5,L008,3,7919.83,23759.489999999998,annulé
ORD-007017,20260401,C00252,58,0,L012,3,1043.66,3130.9800000000005,annulé
ORD-007018,20260313,C01511,62,3,-1,4,2873.94,11495.76,annulé
ORD-007019,20260419,C01231,2,0,L012,5,2990.58,14952.9,en_cours
ORD-007020,20250825,C01376,70,0,-1,3,6438.16,19314.48,annulé
ORD-007021,20251212,C03668,73,4,L010,4,3991.83,15967.32,annulé
ORD-007022,20251006,C00735,8,5,L016,3,13697.91,41093.729999999996,retourné
ORD-007023,20250521,C03691,14,0,L017,1,8514.68,8514.68,livré
ORD-007025,20250702,C00798,51,7,-1,2,11974.15,23948.3,en_cours
ORD-007026,20251122,C03438,48,5,L009,5,13396.47,66982.34999999999,livré
ORD-007027,20250630,C00540,96,2,L015,5,4433.71,22168.55,livré
ORD-007028,20250819,C01601,98,1,L015,3,14699.33,44097.99,en_cours
ORD-007029,20250815,C04677,37,5,L018,3,14556.31,43668.93,en_cours
ORD-007030,20260417,C01440,98,5,L002,3,14699.33,44097.99,annulé
ORD-007031,20260404,C03053,39,6,L009,2,9966.92,19933.84,annulé
ORD-007032,20260404,C00891,38,7,L006,5,1743.53,8717.65,en_cours
ORD-007034,20250917,C04114,9,0,L011,5,8424.91,42124.55,en_cours
ORD-007035,20251130,C04120,96,2,L011,5,4433.71,22168.55,en_cours
ORD-007036,20260311,C00290,38,1,L005,1,1743.53,1743.53,en_cours
ORD-007037,20251028,C04296,41,5,L020,5,8703.97,43519.85,en_cours
ORD-007040,20251003,C04529,87,1,L020,3,12786.6,38359.8,annulé
ORD-007041,20251210,C02162,79,2,L007,2,11402.26,22804.52,annulé
ORD-007043,20251203,C00562,1,2,L012,4,2101.67,8406.68,retourné
ORD-007044,20250522,C01425,38,7,L018,1,1743.53,1743.53,livré
ORD-007045,20260408,C01773,71,5,L003,3,2615.47,7846.41,annulé
ORD-007046,20251203,C03741,43,0,L017,5,376.14,1880.6999999999998,en_cours
ORD-007047,20260429,C01247,87,7,L009,5,12786.6,63933.0,annulé
ORD-007048,20251102,C02301,9,1,L003,2,8424.91,16849.82,livré
ORD-007049,20250930,C04753,6,3,L004,1,5559.01,5559.01,retourné
ORD-007050,20250825,C04422,55,2,L014,2,1724.7,3449.4,annulé
ORD-007052,20251108,C01851,36,2,L017,3,4186.26,12558.78,retourné
ORD-007053,20260204,C02774,72,0,L015,3,10547.78,31643.340000000004,retourné
ORD-007054,20251117,C02588,16,3,L014,3,1823.85,5471.549999999999,annulé
ORD-007055,20250802,C02374,7,7,L008,2,9603.6,19207.2,annulé
ORD-007056,20250806,C02344,42,2,L006,4,1281.09,5124.36,en_cours
ORD-007057,20250616,C04011,11,5,L001,2,14137.04,28274.08,en_cours
ORD-007059,20251120,C02200,23,1,L019,1,4457.65,4457.65,en_cours
ORD-007060,20251023,C04933,14,2,L019,5,8514.68,42573.4,annulé
ORD-007061,20260122,C00417,40,4,L012,1,1918.04,1918.04,livré
ORD-007063,20251030,C03494,61,5,L017,4,12765.78,51063.12,retourné
ORD-007064,20260424,C02105,100,5,L002,1,957.62,957.62,annulé
ORD-007065,20251130,C03973,14,1,L013,5,8514.68,42573.4,annulé
ORD-007066,20250610,C03435,7,3,L010,5,9603.6,48018.0,livré
ORD-007067,20251213,C03324,49,6,L018,4,6994.21,27976.84,livré
ORD-007068,20260212,C04683,94,1,L010,4,12494.26,49977.04,annulé
ORD-007071,20250928,C02153,6,7,L006,4,5559.01,22236.04,retourné
ORD-007072,20251128,C04910,32,7,L019,2,5544.55,11089.1,annulé
ORD-007073,20260512,C01809,40,4,L001,2,1918.04,3836.08,livré
ORD-007074,20251012,C04229,23,2,L018,4,4457.65,17830.6,livré
ORD-007075,20260116,C04135,27,3,L006,3,1508.72,4526.16,retourné
ORD-007076,20250811,C03931,73,6,L009,1,3991.83,3991.83,livré
ORD-007077,20250901,C04685,31,6,L019,4,6633.11,26532.44,en_cours
ORD-007079,20260508,C03385,65,1,L009,2,8042.6,16085.2,en_cours
ORD-007080,20250729,C02640,77,5,L004,1,10408.17,10408.17,en_cours
ORD-007081,20260403,C02573,6,4,L011,2,5559.01,11118.02,livré
ORD-007082,20260512,C03532,61,5,L009,1,12765.78,12765.78,annulé
ORD-007083,20251020,C04288,28,3,L011,1,8152.84,8152.84,en_cours
ORD-007084,20251027,C03584,27,6,L001,4,1508.72,6034.88,annulé
ORD-007085,20250911,C00815,79,3,L004,1,11402.26,11402.26,annulé
ORD-007086,20250714,C01920,61,5,-1,4,12765.78,51063.12,annulé
ORD-007087,20250605,C02416,20,5,L005,1,6734.72,6734.72,annulé
ORD-007088,20251005,C04539,45,2,L002,5,3745.48,18727.4,annulé
ORD-007090,20251023,C02105,73,2,L020,5,3991.83,19959.15,retourné
ORD-007091,20260302,C04424,46,2,L003,1,9193.66,9193.66,annulé
ORD-007092,20251130,C02138,77,2,L009,1,10408.17,10408.17,en_cours
ORD-007093,20260207,C01220,18,1,L005,5,13236.92,66184.6,livré
ORD-007094,20260514,C00458,36,6,L002,5,4186.26,20931.300000000003,en_cours
ORD-007095,20260117,C04037,83,2,L005,4,4485.35,17941.4,en_cours
ORD-007096,20260423,C03978,73,3,L014,3,3991.83,11975.49,livré
ORD-007098,20250925,C03323,33,7,L006,4,5311.64,21246.56,livré
ORD-007099,20251213,C02188,18,0,L006,4,13236.92,52947.68,en_cours
