id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
ORD-003910,C01071,P048,Jan 05 2026,2,13396.47,retourné,Oujda,Transfer,L003,
ORD-003911,C01904,P057,Dec 13 2025,1,10362.31,livré,Agadir,Cash,L019,2025-12-15
ORD-003912,C03840,P082,2026-04-18,3,8273.46,retourné,Agadir,Transfer,L010,
ORD-003913,C00064,P029,27/10/2025,1,11138.83,annulé,Marrakech,Cash,L015,
ORD-003914,C02247,P032,28/03/2026,5,5544.55,en_cours,Marrakech,Transfer,L011,
ORD-003915,C00764,P024,2025-07-29,2,862.62,livré,Rabat,Card,L004,2025-08-02
ORD-003916,C00716,P050,Jul 18 2025,4,4486.2,annulé,Fès,Cash,L008,
ORD-003917,C04219,P043,2025-12-28,2,376.14,livré,Marrakech,Cash,L020,2025-12-29
ORD-003918,C04267,P045,09/05/2026,4,3745.48,annulé,Fès,Transfer,L009,
ORD-003919,C04624,P037,2026-05-13,3,14556.31,livré,Fès,Cash,L011,2026-05-14
ORD-003920,C02025,P037,May 11 2026,-1,14556.31,en_cours,Meknès,Cash,L013,
ORD-003921,C02107,P045,2025-05-21,4,3745.48,livré,TANGER,Card,L010,2025-05-25
ORD-003922,C04106,P075,2025-12-15,5,3441.58,annulé,Rabat,Cash,L017,
ORD-003923,C01783,P064,11/12/2025,4,4968.56,livré,Casablanca,Cash,L001,2025-12-15
ORD-003924,C03317,P017,2025-06-04,2,0.0,annulé,tanger,Cash,L001,
ORD-003925,C04737,P040,2026-05-12,2,1918.04,retourné,Agadir,Transfer,L004,
ORD-003926,C04390,P021,10/09/2025,5,14989.24,en_cours,Oujda,Transfer,L009,
ORD-003927,C04850,P077,02/01/2026,5,10408.17,retourné,TANGER,Cash,L018,
ORD-003928,C04934,P007,Nov 25 2025,3,9603.6,en_cours,Oujda,Card,L014,
ORD-003929,C03050,P047,26/06/2025,2,12599.54,retourné,Meknès,Card,,
ORD-003930,C03667,P008,2026-04-11,2,13697.91,retourné,Casablanca,Transfer,L006,
ORD-003931,C03889,P011,2025-07-23,4,14137.04,retourné,Fès,Cash,L004,
ORD-003932,C00921,P044,10/11/2025,5,6000.8,annulé,Fès,Card,L013,
ORD-003933,C00463,P087,01/05/2026,3,12786.6,livré,tanger,Card,L012,2026-05-04
ORD-003934,C01938,P076,21/05/2025,1,8784.09,annulé,Casablanca,Card,L020,
ORD-003935,C04005,P057,2026-01-10,1,10362.31,retourné,Agadir,Cash,L014,
ORD-003936,C00750,P029,2025-08-31,5,11138.83,en_cours,Tnja,Card,L005,
ORD-003937,C02478,P098,24/07/2025,3,14699.33,en_cours,Casablanca,Card,L011,
ORD-003938,C03611,P051,2025-07-08,2,11974.15,retourné,TANGER,Transfer,L019,
ORD-003939,C03153,P093,2026-04-02,1,4435.51,livré,Rabat,Card,L002,2026-04-07
ORD-003940,C00260,P065,2025-11-27,4,8042.6,en_cours,TNG,Transfer,L001,
ORD-003941,C02220,P071,Jun 01 2025,4,2615.47,livré,Marrakech,Cash,L019,2025-06-03
ORD-003942,C01794,P055,2026-03-20,5,1724.7,livré,Meknès,Transfer,L015,2026-03-21
ORD-003943,C01310,P093,2026-03-29,5,4435.51,livré,Tnja,Card,L019,2026-03-30
ORD-003944,C01648,P012,Jul 14 2025,1,10834.16,annulé,Casablanca,Transfer,L002,
ORD-003945,C00120,P003,Feb 24 2026,4,2340.64,DONE,Meknès,Cash,L014,
ORD-003946,C00663,P087,2025-07-27,4,12786.6,livré,Oujda,Card,L001,2025-07-29
ORD-003947,C04956,P006,04/11/2025,5,5559.01,DONE,Oujda,Transfer,L005,
ORD-003948,C02469,P075,2026-05-06,4,3441.58,en_cours,tanger,Cash,,
ORD-003949,C04847,P076,17/04/2026,3,8784.09,en_cours,Agadir,Transfer,,
ORD-003950,C00472,P014,2025-12-02,3,8514.68,livré,Fès,Transfer,L016,2025-12-05
ORD-003951,C03894,P059,10/11/2025,4,11009.59,annulé,Fès,Cash,L011,
ORD-003952,C03832,P058,02/11/2025,1,1043.66,livré,Agadir,Card,L007,2025-11-03
ORD-003953,C01105,P083,Jan 17 2026,1,4485.35,annulé,Fès,Transfer,L005,
ORD-003954,C02685,P042,11/04/2026,1,1281.09,retourné,Casablanca,Transfer,,
ORD-003955,C01616,P087,Feb 07 2026,2,12786.6,annulé,Fès,Transfer,L001,
ORD-003956,C01740,P098,16/10/2025,3,14699.33,livré,Meknès,Card,L011,2025-10-20
ORD-003957,C04044,P082,26/09/2025,4,0.0,livré,tanger,Transfer,L001,2025-10-01
ORD-003958,C02904,P070,13/11/2025,1,6438.16,annulé,Marrakech,Transfer,L016,
ORD-003959,C00345,P027,2025-12-16,4,1508.72,livré,TANGER,Transfer,L015,2025-12-19
ORD-003960,C03029,P062,15/04/2026,4,2873.94,livré,Marrakech,Transfer,,2026-04-16
ORD-003961,C00525,P045,2025-12-29,5,3745.48,retourné,Fès,Card,L006,
ORD-003962,C01702,P075,2025-06-02,1,3441.58,en_cours,Meknès,Cash,,
ORD-003963,C02903,P061,Feb 18 2026,3,12765.78,livré,Fès,Card,L011,2026-02-22
ORD-003964,C01647,P078,11/01/2026,4,7723.8,en_cours,Rabat,Transfer,,
ORD-003965,C01943,P076,14/08/2025,5,8784.09,livré,Marrakech,Transfer,L016,2025-08-15
ORD-003966,C02471,P058,24/07/2025,3,1043.66,retourné,Agadir,Cash,L019,
ORD-003967,C01120,P031,06/11/2025,4,6633.11,retourné,Casablanca,Card,L009,
ORD-003968,C02326,P056,12/10/2025,3,12291.32,KO,Agadir,Transfer,L006,
ORD-003969,C02878,P006,31/07/2025,2,5559.01,retourné,Marrakech,Card,L016,
ORD-003970,C03268,P011,2026-01-08,5,14137.04,livré,TNG,Card,,2026-01-12
ORD-003971,C03563,P100,07/10/2025,1,957.62,livré,Meknès,Cash,L003,2025-10-08
ORD-003972,C01043,P006,18/04/2026,3,5559.01,livré,Casablanca,Transfer,L009,2026-04-20
ORD-003973,C01063,P089,2025-08-20,2,0.0,en_cours,Casablanca,Transfer,L012,
ORD-003974,C03748,P035,Sep 16 2025,3,3344.28,livré,Agadir,Cash,L014,2025-09-20
ORD-003975,C02824,P003,Dec 26 2025,3,2340.64,en_cours,Marrakech,Cash,,
ORD-003976,C01443,P085,2025-08-01,1,12173.02,retourné,Marrakech,Card,L014,
ORD-003977,C03946,P010,Mar 03 2026,2,716.27,retourné,tanger,Transfer,L006,
ORD-003978,C02846,P044,2025-06-29,2,6000.8,livré,tanger,Cash,L019,2025-07-01
ORD-003979,C01113,P090,20/09/2025,4,11889.87,retourné,Casablanca,Cash,L014,
ORD-003980,C01680,P005,2025-07-04,5,696.91,en_cours,Fès,Transfer,L017,
ORD-003981,C03937,P030,04/11/2025,4,12693.09,retourné,Rabat,Card,L007,
ORD-003982,C04936,P029,2025-11-04,4,11138.83,en_cours,Marrakech,Cash,L014,
ORD-003983,C03069,P055,16/04/2026,5,1724.7,livré,Casablanca,Transfer,L003,2026-04-20
ORD-003984,C01347,P073,Jun 02 2025,2,3991.83,annulé,Meknès,Card,L014,
ORD-003985,C00775,P079,May 27 2025,1,11402.26,annulé,Tnja,Card,L020,
ORD-003986,C01022,P080,Sep 24 2025,1,9454.03,en_cours,Agadir,Transfer,L003,
ORD-003987,C00898,P062,Jan 23 2026,2,2873.94,en_cours,Marrakech,Transfer,L015,
ORD-003988,C04453,P058,Sep 27 2025,5,1043.66,livré,Marrakech,Transfer,L010,2025-09-28
ORD-003989,C03162,P058,Nov 03 2025,2,1043.66,annulé,Casablanca,Transfer,L019,
ORD-003990,C03499,P047,09/10/2025,4,12599.54,retourné,Agadir,Card,L002,
ORD-003991,C01460,P084,20/10/2025,3,2837.9,en_cours,Casablanca,Cash,L008,
ORD-003992,C01433,P023,Dec 01 2025,1,4457.65,en_cours,Casablanca,Cash,L011,
ORD-003993,C02768,P094,09/09/2025,3,12494.26,livré,Oujda,Transfer,L004,2025-09-10
ORD-003994,C04486,P071,May 02 2026,2,2615.47,en_cours,Agadir,Card,L015,
ORD-003995,C00001,P042,07/12/2025,4,1281.09,en_cours,Marrakech,Cash,L016,
ORD-003996,C02913,P072,Aug 09 2025,3,10547.78,annulé,Oujda,Card,L011,
ORD-003997,C04706,P038,2025-06-25,3,1743.53,en_cours,Marrakech,Card,L013,
ORD-003998,C04904,P038,Jan 25 2026,3,1743.53,livré,Oujda,Transfer,L003,2026-01-26
ORD-003999,C02887,P023,14/09/2025,4,4457.65,livré,Oujda,Card,,2025-09-17
ORD-004000,C02818,P070,03/05/2026,5,6438.16,retourné,tanger,Cash,,
ORD-004001,C01669,P098,26/12/2025,2,14699.33,en_cours,Meknès,Card,L012,
ORD-004002,C01150,P092,May 13 2026,2,3758.97,retourné,Fès,Transfer,,
ORD-004003,C01924,P094,Oct 21 2025,4,12494.26,en_cours,Meknès,Cash,L014,
ORD-004004,C02569,P071,Oct 22 2025,4,2615.47,livré,Casablanca,Cash,L004,2025-10-24
ORD-004005,C04911,P065,08/09/2025,5,8042.6,en_cours,Fès,Cash,L018,
ORD-004006,C02364,P037,16/01/2026,2,14556.31,livré,Meknès,Card,L015,2026-01-20
ORD-004007,C01030,P075,2025-11-10,2,3441.58,livré,Agadir,Cash,L001,2025-11-11
ORD-004008,C02080,P045,Apr 15 2026,1,3745.48,annulé,tanger,Cash,L002,
ORD-004009,C01994,P072,Jun 18 2025,4,10547.78,livré,tanger,Transfer,L007,2025-06-23
ORD-004010,C03070,P008,2025-12-29,1,13697.91,retourné,Meknès,Cash,L010,
ORD-004011,C04462,P046,2026-03-20,3,9193.66,en_cours,Rabat,Card,L016,
ORD-004012,C00235,P080,Aug 30 2025,1,9454.03,annulé,Marrakech,Card,L015,
ORD-004013,C03779,P091,05/03/2026,2,0.0,annulé,Casablanca,Transfer,L004,
ORD-004014,C04381,P021,2025-09-15,4,14989.24,en_cours,tanger,Cash,L019,
ORD-004015,C04589,P033,Jan 07 2026,1,5311.64,annulé,Rabat,Transfer,L014,
ORD-004016,C02271,P064,Oct 23 2025,3,4968.56,OK,Agadir,Card,L010,
ORD-004017,C03799,P001,11/12/2025,2,2101.67,annulé,Marrakech,Cash,L016,
ORD-004018,C01244,P009,Apr 18 2026,5,8424.91,annulé,Rabat,Card,L019,
ORD-004019,C01634,P088,2025-09-18,3,4317.81,retourné,Rabat,Transfer,L010,
ORD-004020,C01651,P038,Nov 27 2025,5,1743.53,en_cours,TNG,Transfer,L017,
ORD-004021,C01935,P008,Sep 27 2025,2,13697.91,en_cours,Tnja,Card,L016,
ORD-004022,C00256,P043,2025-10-01,3,376.14,annulé,Oujda,Transfer,L016,
ORD-004023,C00375,P020,15/02/2026,5,6734.72,en_cours,Casablanca,Transfer,L010,
ORD-004024,C04216,P050,16/06/2025,5,4486.2,retourné,Meknès,Transfer,L016,
ORD-004025,C01603,P074,10/02/2026,1,10333.28,en_cours,Meknès,Cash,L020,
ORD-004026,C02427,P020,Dec 30 2025,3,6734.72,livré,TANGER,Cash,L014,2026-01-04
ORD-004027,C02353,P049,Dec 22 2025,4,6994.21,livré,Oujda,Cash,L002,2025-12-24
ORD-004028,C01853,P017,Jul 12 2025,2,0.0,livré,Casablanca,Cash,L001,2025-07-14
ORD-004029,C04398,P067,Nov 15 2025,4,13028.23,en_cours,Tnja,Card,L002,
ORD-004030,C04625,P025,2025-11-25,2,0.0,retourné,Oujda,Cash,L019,
ORD-004031,C00039,P079,2026-01-07,3,11402.26,livré,Oujda,Cash,L019,2026-01-11
ORD-004032,C00094,P076,2026-02-08,2,8784.09,livré,Marrakech,Transfer,L007,2026-02-12
ORD-004033,C02151,P054,2026-04-08,5,9755.66,annulé,Meknès,Transfer,L019,
ORD-004034,C02386,P024,Jun 30 2025,2,862.62,retourné,Agadir,Transfer,L013,
ORD-004035,C02662,P037,21/01/2026,1,14556.31,en_cours,Fès,Cash,L012,
ORD-004036,C04796,P091,2025-09-23,3,0.0,retourné,Meknès,Transfer,L011,
ORD-004037,C02297,P011,08/03/2026,2,14137.04,livré,TNG,Transfer,L015,2026-03-09
ORD-004038,C02227,P051,25/09/2025,4,11974.15,en_cours,Rabat,Cash,L009,
ORD-004039,C01206,P068,Jul 09 2025,2,1720.17,annulé,Oujda,Transfer,L011,
ORD-004040,C00013,P067,2026-01-12,3,13028.23,livré,Marrakech,Cash,L013,2026-01-14
ORD-004041,C03840,P094,Jan 16 2026,1,12494.26,livré,Fès,Card,L019,2026-01-20
ORD-004042,C01279,P038,25/01/2026,3,1743.53,en_cours,Meknès,Card,L015,
ORD-004043,C00912,P087,Oct 10 2025,1,12786.6,livré,Agadir,Transfer,L006,2025-10-14
ORD-004044,C01167,P033,Nov 11 2025,4,5311.64,retourné,Casablanca,Transfer,,
ORD-004045,C01141,P091,2026-03-28,5,0.0,livré,Fès,Card,L009,2026-04-01
ORD-004046,C02054,P054,Apr 05 2026,1,9755.66,livré,Casablanca,Transfer,L001,2026-04-07
ORD-004047,C03089,P093,2025-10-22,2,4435.51,annulé,Marrakech,Cash,L001,
ORD-004048,C01501,P068,13/12/2025,1,1720.17,KO,Casablanca,Transfer,L007,
ORD-004049,C01443,P036,2026-01-24,4,4186.26,retourné,Marrakech,Card,,
ORD-004050,C00411,P034,2026-03-13,4,13868.06,en_cours,Casablanca,Transfer,L015,
ORD-004051,C03602,P004,07/02/2026,5,8048.06,OK,Meknès,Transfer,L006,
ORD-004052,C03728,P020,2025-06-01,1,6734.72,en_cours,Meknès,Cash,L018,
ORD-004053,C04557,P015,Nov 12 2025,2,7919.83,annulé,Fès,Card,L020,
ORD-004054,C01668,P065,25/04/2026,4,8042.6,retourné,Fès,Transfer,,
ORD-004055,C01094,P022,2025-09-29,3,42.31,livré,Casablanca,Cash,L019,2025-10-04
ORD-004056,C03630,P067,Mar 23 2026,2,13028.23,KO,Rabat,Cash,L002,
ORD-004057,C02535,P076,Nov 07 2025,4,8784.09,livré,Agadir,Card,L019,2025-11-12
ORD-004058,C01467,P013,Jan 10 2026,2,5614.97,en_cours,Meknès,Cash,L004,
ORD-004059,C00162,P043,May 02 2026,3,376.14,retourné,Meknès,Transfer,L008,
ORD-004060,C00701,P096,2025-07-13,1,4433.71,annulé,Tnja,Card,L016,
ORD-004061,C00804,P098,2025-09-23,1,14699.33,en_cours,tanger,Transfer,,
ORD-004062,C00863,P039,2025-11-12,4,9966.92,en_cours,Rabat,Card,L018,
ORD-004063,C04755,P046,2025-06-06,4,9193.66,OK,Oujda,Card,,
ORD-004064,C03050,P002,2025-07-18,4,2990.58,annulé,Fès,Cash,L020,
ORD-004065,C02738,P034,11/02/2026,1,13868.06,retourné,Casablanca,Cash,L016,
ORD-004066,C03579,P032,Apr 28 2026,2,5544.55,annulé,Marrakech,Transfer,,
ORD-004067,C02277,P046,04/07/2025,3,9193.66,livré,Agadir,Transfer,L010,2025-07-07
ORD-004068,C02060,P084,2025-12-29,5,2837.9,retourné,Rabat,Cash,L002,
ORD-004069,C04727,P086,2026-03-14,3,7894.01,livré,TANGER,Card,L014,2026-03-18
ORD-004070,C01144,P094,09/05/2026,4,12494.26,en_cours,Casablanca,Transfer,L009,
ORD-004071,C03744,P028,Feb 20 2026,2,8152.84,livré,Oujda,Cash,L011,2026-02-25
ORD-004072,C00308,P034,Jul 17 2025,1,13868.06,retourné,Meknès,Card,L001,
ORD-004073,C02242,P062,2026-04-25,-4,2873.94,DONE,Casablanca,Card,L018,
ORD-004074,C01439,P028,20/10/2025,3,8152.84,en_cours,Fès,Card,L005,
ORD-004075,C00199,P053,28/01/2026,3,4181.07,retourné,Marrakech,Card,L017,
ORD-004076,C02793,P028,2025-11-17,3,8152.84,OK,Oujda,Transfer,L020,
ORD-004077,C03321,P087,2026-03-17,5,12786.6,DONE,Oujda,Cash,L012,
ORD-004078,C03379,P023,2025-07-24,5,4457.65,retourné,TNG,Cash,L019,
ORD-004079,C00012,P051,2025-07-17,2,11974.15,retourné,Rabat,Transfer,L003,
ORD-004080,C03451,P070,08/02/2026,1,6438.16,livré,Agadir,Transfer,L003,2026-02-11
ORD-004081,C04074,P040,Mar 12 2026,5,1918.04,livré,Oujda,Transfer,L008,2026-03-17
ORD-004082,C01405,P007,07/04/2026,4,9603.6,livré,Fès,Card,L008,2026-04-11
ORD-004083,C02780,P097,08/07/2025,1,12372.1,annulé,Tnja,Transfer,L001,
ORD-004084,C01022,P027,16/04/2026,3,1508.72,annulé,Marrakech,Transfer,L011,
ORD-004085,C01839,P097,Jan 28 2026,2,12372.1,annulé,Oujda,Cash,L014,
ORD-004086,C01671,P011,06/12/2025,2,0.0,retourné,Marrakech,Cash,L002,
ORD-004087,C03805,P025,2026-03-10,2,0.0,livré,TANGER,Card,L003,2026-03-13
ORD-004088,C00715,P085,2026-02-16,3,12173.02,en_cours,Oujda,Transfer,L019,
ORD-004089,C04774,P065,2026-01-13,5,8042.6,annulé,Meknès,Transfer,L014,
ORD-004090,C02849,P055,2026-05-11,2,1724.7,livré,TANGER,Cash,L006,2026-05-12
ORD-004091,C02765,P066,Nov 12 2025,4,4450.73,en_cours,Marrakech,Card,L020,
ORD-004092,C01929,P080,Oct 09 2025,3,9454.03,en_cours,Meknès,Transfer,L009,
ORD-004093,C03757,P016,Mar 22 2026,1,1823.85,en_cours,Rabat,Transfer,L003,
ORD-004094,C01773,P037,2026-02-01,5,14556.31,en_cours,Fès,Cash,L005,
ORD-004095,C00758,P047,Oct 06 2025,5,12599.54,livré,Oujda,Transfer,,2025-10-10
ORD-004096,C00546,P028,Jul 29 2025,4,8152.84,en_cours,Rabat,Cash,L013,
ORD-004097,C00935,P027,2025-10-14,4,1508.72,livré,Casablanca,Cash,L020,2025-10-17
ORD-004098,C02847,P018,2025-12-01,5,13236.92,retourné,Agadir,Cash,L009,
ORD-004099,C01633,P009,30/09/2025,5,8424.91,retourné,Agadir,Transfer,L016,
ORD-004100,C01273,P030,2026-04-22,1,12693.09,livré,tanger,Cash,L001,2026-04-25
ORD-004101,C01686,P023,2025-11-20,2,4457.65,annulé,Meknès,Cash,L014,
ORD-004102,C00484,P081,Sep 28 2025,1,6927.1,annulé,Casablanca,Card,,
ORD-004103,C02367,P037,14/08/2025,4,14556.31,livré,Marrakech,Card,L006,2025-08-17
ORD-004104,C00541,P062,2025-09-29,3,2873.94,livré,TNG,Card,L017,2025-10-04
ORD-004105,C03457,P082,Sep 01 2025,4,8273.46,livré,Agadir,Cash,L006,2025-09-02
ORD-004106,C02036,P013,03/08/2025,3,5614.97,annulé,Casablanca,Transfer,L018,
ORD-004107,C00349,P095,2026-03-23,3,10216.02,retourné,Fès,Transfer,,
ORD-004108,C00625,P038,2025-07-19,4,1743.53,en_cours,Agadir,Cash,L006,
ORD-004109,C01506,P057,15/12/2025,2,10362.31,annulé,Marrakech,Cash,L002,
ORD-004110,C03282,P068,Oct 15 2025,1,1720.17,DONE,TNG,Card,L001,
ORD-004111,C01144,P002,Feb 28 2026,3,2990.58,en_cours,Casablanca,Card,L003,
ORD-004112,C01132,P053,Jul 09 2025,2,4181.07,retourné,Fès,Cash,L019,
ORD-004113,C04232,P094,21/08/2025,5,12494.26,retourné,Fès,Transfer,L010,
ORD-004114,C04165,P073,2025-12-05,5,3991.83,en_cours,Rabat,Transfer,L008,
ORD-004115,C02118,P031,Aug 30 2025,4,6633.11,livré,Fès,Card,L003,2025-09-03
ORD-004116,C02327,P046,Apr 28 2026,4,9193.66,retourné,Meknès,Card,L015,
ORD-004117,C01014,P088,Dec 16 2025,2,4317.81,en_cours,Casablanca,Cash,L003,
ORD-004118,C03110,P022,Feb 06 2026,5,42.31,retourné,Fès,Card,L014,
ORD-004119,C02763,P062,2026-02-03,3,2873.94,livré,Marrakech,Cash,L016,2026-02-06
ORD-004120,C00982,P034,Apr 01 2026,1,13868.06,livré,Marrakech,Transfer,L010,2026-04-02
ORD-004121,C03191,P077,2026-04-27,1,10408.17,annulé,Agadir,Transfer,L020,
ORD-004122,C02426,P057,2025-08-11,1,10362.31,livré,Oujda,Transfer,L005,2025-08-13
ORD-004123,C01370,P090,17/01/2026,1,11889.87,retourné,Fès,Card,L014,
ORD-004124,C03225,P073,31/08/2025,2,3991.83,en_cours,Marrakech,Card,L002,
ORD-004125,C01980,P028,2026-01-30,1,8152.84,annulé,Fès,Transfer,L006,
ORD-004126,C03392,P051,Mar 06 2026,5,11974.15,annulé,Oujda,Transfer,L014,
ORD-004127,C01302,P094,22/02/2026,5,12494.26,livré,Agadir,Card,L016,2026-02-23
ORD-004128,C04408,P065,22/12/2025,3,8042.6,livré,Marrakech,Transfer,L019,2025-12-27
ORD-004129,C02966,P052,Sep 10 2025,2,6434.91,livré,Tnja,Cash,,2025-09-13
ORD-004130,C02230,P001,2025-09-20,4,2101.67,retourné,Casablanca,Transfer,L006,
ORD-004131,C01403,P018,20/02/2026,4,13236.92,en_cours,Marrakech,Card,L016,
ORD-004132,C04016,P006,Oct 04 2025,3,5559.01,livré,Tnja,Transfer,L008,2025-10-07
ORD-004133,C01101,P040,Dec 12 2025,3,1918.04,livré,TANGER,Cash,,2025-12-16
ORD-004134,C01003,P070,2025-12-07,2,6438.16,retourné,Casablanca,Cash,L010,
ORD-004135,C03160,P100,22/09/2025,4,957.62,retourné,Rabat,Cash,,
ORD-004136,C01208,P028,19/04/2026,2,8152.84,livré,Casablanca,Cash,L009,2026-04-24
ORD-004137,C00816,P088,17/12/2025,5,4317.81,en_cours,Fès,Cash,L003,
ORD-004138,C01861,P017,08/08/2025,5,0.0,annulé,Casablanca,Card,L018,
ORD-004139,C04321,P024,13/05/2026,5,862.62,en_cours,Fès,Card,L012,
ORD-004140,C01311,P055,2026-03-03,4,0.0,annulé,Fès,Transfer,L013,
ORD-004141,C04476,P090,Mar 03 2026,3,11889.87,annulé,Marrakech,Transfer,L004,
ORD-004142,C01734,P052,Aug 01 2025,1,6434.91,retourné,Rabat,Cash,L010,
ORD-004143,C02788,P099,15/01/2026,1,10088.39,retourné,Oujda,Card,L015,
ORD-004144,C03453,P071,09/04/2026,3,2615.47,livré,Rabat,Card,L019,2026-04-12
ORD-004145,C00997,P070,09/04/2026,5,6438.16,annulé,Fès,Transfer,L020,
ORD-004146,C02297,P040,19/02/2026,5,1918.04,retourné,Oujda,Card,L008,
ORD-004147,C03366,P021,2025-10-25,2,14989.24,annulé,Marrakech,Card,L003,
ORD-004148,C04423,P053,Dec 21 2025,2,4181.07,retourné,Meknès,Card,L019,
ORD-004149,C01204,P091,2026-03-10,2,0.0,retourné,Rabat,Cash,L001,
ORD-004150,C03707,P056,2025-08-15,5,12291.32,annulé,Fès,Card,L005,
ORD-004151,C02426,P054,2026-05-07,1,9755.66,annulé,TNG,Cash,L003,
ORD-004152,C01118,P039,Aug 25 2025,3,9966.92,livré,Meknès,Card,L008,2025-08-29
ORD-004153,C04076,P004,2025-08-20,5,8048.06,livré,TNG,Card,L017,2025-08-21
ORD-004154,C00157,P042,22/01/2026,1,1281.09,annulé,Casablanca,Transfer,L006,
ORD-004155,C04840,P009,2026-01-31,5,8424.91,annulé,Fès,Card,L012,
ORD-004156,C04044,P007,2025-11-03,-4,9603.6,retourné,Marrakech,Card,L015,
ORD-004157,C01110,P001,23/07/2025,3,2101.67,retourné,Meknès,Card,L011,
ORD-004158,C00477,P046,12/02/2026,3,9193.66,en_cours,Agadir,Cash,L019,
ORD-004159,C03300,P066,10/03/2026,2,4450.73,annulé,TNG,Transfer,L003,
ORD-004160,C01582,P003,2025-06-18,3,2340.64,retourné,Casablanca,Card,L016,
ORD-004161,C02109,P031,Aug 10 2025,4,6633.11,livré,Oujda,Card,L008,2025-08-15
ORD-004162,C00947,P014,2025-09-07,4,8514.68,annulé,Meknès,Cash,L019,
ORD-004163,C04029,P070,13/02/2026,4,6438.16,annulé,Oujda,Card,L016,
ORD-004164,C01769,P069,2026-02-05,5,1286.86,livré,Casablanca,Card,L004,2026-02-06
ORD-004165,C00893,P038,Nov 25 2025,2,1743.53,retourné,Rabat,Card,L004,
ORD-004166,C01914,P090,2026-05-01,4,11889.87,en_cours,tanger,Card,L001,
ORD-004167,C00199,P004,22/09/2025,1,8048.06,retourné,Fès,Card,L019,
ORD-004168,C04317,P023,Apr 28 2026,4,4457.65,livré,Casablanca,Transfer,L017,2026-05-03
ORD-004169,C02151,P050,25/11/2025,5,4486.2,annulé,Meknès,Cash,L018,
ORD-004170,C03246,P011,Oct 03 2025,4,14137.04,retourné,Rabat,Cash,L013,
ORD-004171,C03726,P020,13/12/2025,2,6734.72,en_cours,Meknès,Card,,
ORD-004172,C02698,P041,Oct 16 2025,2,8703.97,retourné,Marrakech,Transfer,L015,
ORD-004173,C03644,P098,2025-12-11,-3,14699.33,livré,Rabat,Transfer,,2025-12-13
ORD-004174,C01802,P063,May 23 2025,3,268.48,retourné,Meknès,Card,,
ORD-004175,C01395,P081,May 28 2025,5,6927.1,annulé,Oujda,Cash,L005,
ORD-004176,C03553,P044,2025-05-22,4,6000.8,annulé,Rabat,Transfer,L015,
ORD-004177,C03240,P081,11/04/2026,2,6927.1,livré,Meknès,Cash,,2026-04-16
ORD-004178,C01382,P048,11/12/2025,3,13396.47,livré,Agadir,Card,,2025-12-12
ORD-004179,C01436,P044,Mar 11 2026,3,6000.8,retourné,Casablanca,Card,L013,
ORD-004180,C00783,P057,Mar 05 2026,4,10362.31,en_cours,Fès,Transfer,L020,
ORD-004181,C02484,P037,Dec 14 2025,4,14556.31,annulé,Fès,Card,L017,
ORD-004182,C01069,P030,26/07/2025,2,12693.09,en_cours,Meknès,Transfer,L008,
ORD-004183,C04486,P020,13/07/2025,5,6734.72,retourné,Fès,Cash,L002,
ORD-004184,C02859,P079,Sep 08 2025,5,11402.26,en_cours,Agadir,Transfer,L012,
ORD-004185,C02148,P079,Nov 10 2025,1,11402.26,annulé,Rabat,Transfer,L009,
ORD-004186,C03178,P038,Aug 07 2025,5,1743.53,annulé,TNG,Transfer,L015,
ORD-004187,C03133,P002,2026-03-13,4,2990.58,retourné,Casablanca,Transfer,L014,
ORD-004188,C00407,P046,25/08/2025,2,9193.66,retourné,tanger,Cash,L002,
ORD-004189,C04181,P089,Jul 14 2025,2,0.0,livré,Rabat,Transfer,L016,2025-07-18
ORD-004190,C00238,P023,28/10/2025,2,4457.65,retourné,tanger,Card,L007,
ORD-004191,C01717,P085,Sep 11 2025,4,12173.02,en_cours,Oujda,Card,,
ORD-004192,C01813,P055,2026-01-30,-2,1724.7,en_cours,TNG,Transfer,L009,
ORD-004193,C04916,P042,Apr 02 2026,2,1281.09,en_cours,Fès,Cash,L016,
ORD-004194,C02006,P093,2025-08-07,3,4435.51,retourné,Casablanca,Cash,L018,
ORD-004195,C04282,P059,Sep 22 2025,5,11009.59,retourné,Rabat,Cash,,
ORD-004196,C00088,P057,2026-03-26,5,10362.31,retourné,Agadir,Cash,L002,
ORD-004197,C02526,P076,25/04/2026,3,8784.09,retourné,Rabat,Transfer,,
ORD-004198,C02973,P037,2026-05-11,3,14556.31,en_cours,Meknès,Cash,L007,
ORD-004199,C01079,P018,2025-08-29,1,13236.92,retourné,Agadir,Card,L008,
ORD-004200,C02279,P066,19/08/2025,4,4450.73,annulé,Meknès,Transfer,L016,
ORD-004201,C01465,P085,2025-09-16,1,12173.02,livré,Marrakech,Cash,L016,2025-09-20
ORD-004202,C00484,P076,2025-11-16,1,8784.09,livré,Casablanca,Transfer,L003,2025-11-21
ORD-004203,C03250,P092,2026-03-29,-3,3758.97,livré,Oujda,Transfer,L010,2026-03-30
ORD-004204,C02726,P056,2025-05-24,1,12291.32,retourné,Meknès,Card,L019,
ORD-004205,C02525,P086,Sep 06 2025,3,0.0,livré,Meknès,Cash,L011,2025-09-09
